Employee_ID,Position,Department,Age,Gender,is_active,Education,Education_Field,Environment_Satisfaction,Job_Satisfaction,Marital_Status,Standard_Hours,Hourly_Rate,Monthly_Rate,Monthly_Income,Salary_Scale,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Performance_Scale,Total_Working_Years,Work_Life_Balance,Start_Date,Years_At_Company
1133,Sales Executive,Sales,31,Female,Yes,3,Life Sciences,2,3,,0,71,24788,4559,,3,11,3,,4,3,1418804688,0
1134,Sales Executive,Sales,41,Male,No,1,Life Sciences,3,3,,0,96,21196,8189,,3,13,3,,12,3,1418804688,0
1135,,Human Resources,26,Female,No,1,Life Sciences,3,3,,0,61,8916,2942,,1,23,4,,8,3,1418804688,0
1136,Manufacturing Director,Research & Development,36,Male,No,2,Medical,2,2,,0,84,2819,4941,,6,20,4,,7,3,1418804688,0
1137,Manufacturing Director,Research & Development,51,Male,Yes,4,Life Sciences,1,4,,0,53,25150,10650,,2,15,3,,18,3,1418804688,0
1138,Sales Executive,Sales,39,Female,No,4,Life Sciences,4,3,,0,47,14590,5902,,4,14,3,,17,4,1418804688,0
1139,Sales Executive,Sales,25,Male,No,3,Life Sciences,1,3,,0,41,24835,8639,,2,18,3,,6,3,1418804688,0
1140,Human Resources,Human Resources,30,Male,No,3,Human Resources,3,4,,0,48,13982,6347,,0,19,3,,12,1,1418804688,0
1141,Laboratory Technician,Research & Development,32,Female,Yes,3,Medical,1,1,,0,41,10224,4200,,7,22,4,,10,4,1418804688,0
1142,Research Scientist,Research & Development,45,Male,No,3,Medical,3,4,,0,83,9752,3452,,5,13,3,,9,2,1418804688,0
1143,Research Scientist,Research & Development,38,Female,No,5,Technical Degree,4,3,,0,32,2302,4317,,3,20,4,,19,3,1418804688,0
1144,Research Scientist,Research & Development,30,Female,No,3,Life Sciences,1,3,,0,75,23910,2632,,1,14,3,,5,2,1418804688,0
1145,Sales Executive,Sales,32,Male,No,2,Medical,4,4,,0,35,22812,4668,,0,17,3,,9,4,1418804688,0
1146,Research Scientist,Research & Development,30,Female,No,3,Technical Degree,4,1,,0,84,10415,3204,,5,14,3,,8,3,1418804688,0
1147,Laboratory Technician,Research & Development,30,Male,No,1,Medical,2,4,,0,35,11162,2720,,0,13,3,,6,3,1418804688,0
1148,,Research & Development,41,Male,No,3,Life Sciences,4,1,,0,91,12888,17181,,4,13,3,,21,2,1418804688,0
1149,Laboratory Technician,Research & Development,41,Male,No,4,Life Sciences,3,1,,0,94,6961,2238,,2,21,4,,7,3,1418804688,0
1150,Laboratory Technician,Research & Development,19,Female,No,1,Medical,2,2,,0,79,16102,1483,,1,14,3,,1,3,1418804688,0
1151,Research Scientist,Research & Development,40,Female,No,3,Medical,2,2,,0,54,8504,5605,,1,11,3,,20,3,1418804688,0
1152,Sales Executive,Sales,35,Male,No,5,Marketing,3,2,,0,94,11439,7295,,1,13,3,,10,3,1418804688,0
1153,Sales Representative,Sales,53,Male,No,2,Marketing,2,3,,0,34,16047,2306,,2,20,4,,13,1,1418804688,0
1154,Laboratory Technician,Research & Development,45,Male,No,3,Life Sciences,2,2,,0,60,10901,2348,,8,18,3,,20,1,1418804688,0
1155,Sales Executive,Sales,32,Female,No,3,Marketing,2,4,,0,43,15589,8998,,1,14,3,,9,3,1418804688,0
1156,Manufacturing Director,Research & Development,29,Male,No,1,Technical Degree,4,3,,0,41,26283,4319,,1,13,3,,10,3,1418804688,0
1157,Manufacturing Director,Research & Development,51,Male,No,4,Medical,2,3,,0,34,13983,6132,,2,17,3,,10,3,1418804688,0
1158,Research Scientist,Research & Development,58,Female,No,3,Medical,2,2,,0,75,11873,3346,,4,20,4,,9,2,1418804688,0
1159,Sales Executive,Sales,40,Male,No,4,Marketing,3,4,,0,67,8552,10855,,7,11,3,,15,2,1418804688,0
1160,Sales Representative,Sales,34,Female,No,4,Marketing,3,3,,0,75,11314,2231,,6,18,3,,6,3,1418804688,0
1161,Research Scientist,Research & Development,22,Male,No,1,Medical,3,4,,0,80,11992,2323,,1,24,4,,2,3,1418804688,0
1162,Research Scientist,Research & Development,27,Male,No,3,Medical,4,2,,0,57,5970,2024,,6,18,3,,6,1,1418804688,0
1163,Research Scientist,Research & Development,28,Male,No,3,Medical,3,4,,0,42,6672,2713,,1,11,3,,5,1,1418804688,0
1164,Healthcare Representative,Research & Development,57,Male,No,2,Life Sciences,3,4,,0,83,23402,9439,,3,16,3,,12,1,1418804688,0
1165,Research Scientist,Research & Development,27,Male,No,3,Medical,3,3,,0,79,25326,2566,,1,15,3,,1,2,1418804688,0
1166,Manager,Research & Development,50,Female,No,3,Life Sciences,3,2,,0,53,17053,19926,,3,15,3,,21,3,1418804688,0
1167,Research Scientist,Research & Development,41,Male,No,3,Life Sciences,1,3,,0,56,4609,2451,,4,12,3,,13,3,1418804688,0
1168,Sales Executive,Sales,30,Female,No,3,Life Sciences,2,4,,0,41,8053,9419,,2,12,3,,12,3,1418804688,0
1169,Sales Executive,Sales,38,Female,No,4,Life Sciences,1,4,,0,59,12930,8686,,4,22,4,,12,4,1418804688,0
1170,Research Scientist,Research & Development,32,Male,No,5,Life Sciences,3,3,,0,43,12430,3038,,3,20,4,,8,3,1418804688,0
1171,Research Scientist,Research & Development,27,Male,No,3,Technical Degree,3,2,,0,51,13364,3058,,0,16,3,,6,2,1418804688,0
1172,Sales Representative,Sales,19,Female,Yes,1,Technical Degree,3,1,,0,100,20989,2325,,0,21,4,,1,4,1418804688,0
1173,Laboratory Technician,Research & Development,36,Male,No,2,Medical,4,2,,0,30,15062,2088,,4,12,3,,13,2,1418804688,0
1174,Laboratory Technician,Research & Development,30,Male,No,3,Medical,3,1,,0,66,11012,3072,,1,11,3,,12,3,1418804688,0
1175,Sales Executive,Sales,45,Female,No,2,Life Sciences,3,1,,0,30,6319,5006,,4,11,3,,9,4,1418804688,0
1176,Research Scientist,Research & Development,56,Female,No,3,Life Sciences,3,1,,0,67,13939,4257,,4,18,3,,19,3,1418804688,0
1177,Research Scientist,Research & Development,33,Male,No,3,Life Sciences,3,4,,0,90,10515,2500,,0,14,3,,4,4,1418804688,0
1178,Laboratory Technician,Research & Development,19,Male,Yes,3,Life Sciences,2,4,,0,47,9241,1102,,1,22,4,,1,2,1418804688,0
1179,Sales Executive,Sales,46,Female,No,2,Marketing,2,1,,0,92,2137,10453,,1,25,4,,24,3,1418804688,0
1180,Laboratory Technician,Research & Development,38,Female,No,2,Life Sciences,3,4,,0,75,6319,2288,,1,12,3,,2,3,1418804688,0
1181,,Research & Development,31,Female,No,1,Medical,3,4,,0,95,6984,3929,,8,23,4,,7,3,1418804688,0
1182,Research Scientist,Research & Development,34,Female,No,2,Medical,4,2,,0,95,5711,2311,,2,15,3,,9,3,1418804688,0
1183,Sales Representative,Sales,41,Female,Yes,2,Marketing,2,2,,0,70,21728,3140,,1,22,4,,4,2,1418804688,0
1184,Laboratory Technician,Research & Development,50,Male,No,3,Medical,3,3,,0,86,3425,3690,,2,15,3,,5,2,1418804688,0
1185,Manufacturing Director,Research & Development,53,Female,No,2,Medical,4,1,,0,57,26250,4450,,1,11,3,,5,3,1418804688,0
1186,Research Scientist,Research & Development,33,Female,No,3,Medical,4,2,,0,72,4673,2756,,1,13,3,,8,3,1418804688,0
1187,Manager,Research & Development,40,Female,No,1,Medical,4,3,,0,46,6499,19033,,1,14,3,,21,3,1418804688,0
1188,Research Director,Research & Development,55,Male,No,4,Medical,3,2,,0,61,13339,18722,,8,11,3,,36,3,1418804688,0
1189,Manufacturing Director,Research & Development,34,Male,No,1,Life Sciences,4,3,,0,45,14074,9547,,1,17,3,,10,2,1418804688,0
1190,Healthcare Representative,Research & Development,51,Female,No,3,Medical,4,2,,0,98,7192,13734,,3,18,3,,21,3,1418804688,0
1191,Manager,Research & Development,52,Male,No,4,Life Sciences,3,3,,0,65,5678,19999,,0,14,3,,34,3,1418804688,0
1192,Research Scientist,Research & Development,27,Female,No,3,Medical,4,2,,0,99,11781,2279,,1,16,3,,7,2,1418804688,0
1193,Manufacturing Director,Research & Development,35,Male,Yes,2,Life Sciences,2,3,,0,50,15497,5916,,3,13,3,,8,3,1418804688,0
1194,Research Scientist,Research & Development,43,Male,No,3,Medical,4,4,,0,37,5228,2089,,4,14,3,,7,4,1418804688,0
1195,Manager,Research & Development,45,Male,No,2,Medical,1,4,,0,65,20462,16792,,9,23,4,,22,3,1418804688,0
1196,Research Scientist,Research & Development,37,Male,No,3,Life Sciences,2,1,,0,65,22977,3564,,1,12,3,,8,2,1418804688,0
1197,Laboratory Technician,Research & Development,35,Female,No,3,Medical,2,2,,0,37,15986,4425,,5,11,3,,10,3,1418804688,0
1198,Manufacturing Director,Research & Development,42,Female,No,2,Medical,3,3,,0,36,16439,5265,,2,16,3,,11,3,1418804688,0
1199,Manufacturing Director,Research & Development,38,Male,No,4,Life Sciences,4,3,,0,88,7259,6553,,9,14,3,,14,3,1418804688,0
1200,Manufacturing Director,Research & Development,38,Male,No,3,Technical Degree,4,4,,0,54,4185,6261,,3,18,3,,9,1,1418804688,0
1201,Manufacturing Director,Research & Development,27,Male,No,1,Technical Degree,3,1,,0,60,9679,4298,,5,19,3,,6,3,1418804688,0
1202,Manufacturing Director,Research & Development,49,Male,No,4,Life Sciences,4,4,,0,92,23793,6804,,1,15,3,,7,3,,0
1203,Research Scientist,Research & Development,34,Male,No,4,Medical,4,3,,0,43,5972,3815,,1,17,3,,5,4,1418804688,0
1204,Laboratory Technician,Research & Development,40,Male,No,2,Medical,3,4,,0,99,16523,2741,,8,15,3,,15,4,1418804688,0
1205,Healthcare Representative,Research & Development,38,Male,Yes,1,Medical,2,1,,0,70,11354,6673,,7,19,3,,17,3,1418804688,0
1206,Sales Executive,Sales,29,Female,Yes,3,Marketing,2,4,,0,35,24525,7639,,1,22,4,,10,2,1418804688,0
1207,Research Scientist,Research & Development,22,Male,No,3,Life Sciences,4,2,,0,60,12392,2328,,1,16,3,,4,2,1418804688,0
1208,Laboratory Technician,Research & Development,36,Female,No,1,Medical,2,4,,0,73,7703,2153,,1,13,3,,8,3,1418804688,0
1209,Healthcare Representative,Research & Development,40,Male,No,5,Life Sciences,4,4,,0,63,14242,4876,,9,14,3,,5,1,1418804688,0
